"m49code","Year","total_mig","top_ordered","mig_perc"
630,2017,"273494","Dominican.Republic, Cuba, Colombia","7.466126655"
643,1990,"11524948","Ukraine, Kazakhstan, Azerbaijan","7.81013177"
643,1995,"11928927","Ukraine, Kazakhstan, Uzbekistan","8.044386267"
643,2000,"11900297","Ukraine, Kazakhstan, Belarus","8.128811728"
643,2005,"11667588","Ukraine, Kazakhstan, Uzbekistan","8.124032482"
643,2010,"11194710","Ukraine, Kazakhstan, Uzbekistan","7.820054099"
643,2015,"11643276","Ukraine, Kazakhstan, Uzbekistan","8.09190181"
643,2017,"11651509","Ukraine, Kazakhstan, Uzbekistan","8.091901456"
646,1990,"159869","Democratic.Republic.of.the.Congo, Uganda, Burundi","2.209417676"
646,1995,"233200","Democratic.Republic.of.the.Congo, Uganda, Burundi","3.933821384"
646,2000,"347076","Democratic.Republic.of.the.Congo, Uganda, Burundi","4.324555743"
646,2005,"432797","Democratic.Republic.of.the.Congo, Uganda, Burundi","4.813275747"
646,2010,"436787","Democratic.Republic.of.the.Congo, Uganda, Burundi","4.262649897"
646,2015,"441525","Democratic.Republic.of.the.Congo, Uganda, Burundi","3.796577564"
646,2017,"443088","Democratic.Republic.of.the.Congo, Uganda, Burundi","3.629367861"
682,1990,"4998445","India, Indonesia, Pakistan","30.61494235"
682,1995,"5122702","India, Indonesia, Pakistan","27.34172435"
682,2000,"5263387","India, Indonesia, Pakistan","25.34823692"
682,2005,"6501819","India, Indonesia, Pakistan","27.19782943"
682,2010,"8429956","India, Indonesia, Pakistan","30.73745931"
682,2015,"10771366","India, Indonesia, Pakistan","34.13289238"
682,2017,"12185284","India, Indonesia, Pakistan","36.99436882"
659,1990,"3210","Guyana, United.States.Virgin.Islands, Montserrat","7.861096145"
659,1995,"4248","Guyana, United.States.Virgin.Islands, Montserrat","9.904175701"
659,2000,"5871","Guyana, United.States.Virgin.Islands, Montserrat","12.93912814"
659,2005,"6682","Guyana, United.States.Virgin.Islands, Montserrat","13.74585999"
659,2010,"7245","Guyana, United.States.Virgin.Islands, Montserrat","14.08300126"
659,2015,"7443","Guyana, United.States.Virgin.Islands, Montserrat","13.7102122"
659,2017,"7587","Guyana, United.States.Virgin.Islands, Montserrat","13.70855543"
690,1990,"3721","India, Sri.Lanka, United.Kingdom","5.268747168"
690,1995,"5148","India, Sri.Lanka, Mauritius","6.711601893"
690,2000,"6574","India, Madagascar, Mauritius","8.100947616"
690,2005,"8997","India, Madagascar, Philippines","10.13815018"
690,2010,"11420","India, Madagascar, Philippines","12.49384607"
690,2015,"12791","India, Madagascar, Philippines","13.6448977"
690,2017,"12926","India, Madagascar, Philippines","13.64408837"
710,1990,"1163883","Mozambique, Lesotho, United.Kingdom","3.09868672"
710,1995,"1003807","Mozambique, Lesotho, United.Kingdom","2.385010133"
710,2000,"1001825","Mozambique, United.Kingdom, Lesotho","2.190819845"
710,2005,"1210936","Mozambique, United.Kingdom, Lesotho","2.480379895"
710,2010,"2096886","Mozambique, Lesotho, United.Kingdom","4.064940775"
710,2015,"3816696","Mozambique, Lesotho, Namibia","6.902896436"
710,2017,"4036696","Mozambique, Lesotho, Namibia","7.1172398"
426,1990,"8240","South.Africa, India, Pakistan","0.513735568"
426,1995,"7204","South.Africa, India, Pakistan","0.409002367"
426,2000,"6167","South.Africa, India, Pakistan","0.330015695"
426,2005,"6290","South.Africa, India, Pakistan","0.322639716"
426,2010,"6414","South.Africa, India, Pakistan","0.314326866"
426,2015,"6572","South.Africa, India, Pakistan","0.302210246"
426,2017,"6749","South.Africa, India, Pakistan","0.302193263"
72,1990,"27510","South.Africa, United.Kingdom, Zambia","1.996499051"
72,1995,"40168","South.Africa, Zambia, India","2.559948607"
72,2000,"57064","South.Africa, Zambia, India","3.301665182"
72,2005,"88829","South.Africa, Zambia, India","4.786426935"
72,2010,"120912","South.Africa, Zambia, India","6.000994607"
72,2015,"160644","South.Africa, Zambia, India","7.271601401"
72,2017,"166430","South.Africa, Zambia, India","7.262417958"
686,1990,"270410","Mauritania, Guinea, Mali","3.578926777"
686,1995,"287654","Mauritania, Guinea, Mali","3.288749945"
686,2000,"231901","Mauritania, Guinea, Mali","2.346213881"
686,2005,"238298","Mauritania, Guinea, Mali","2.117966103"
686,2010,"256092","Mauritania, Guinea, Mali","1.982714924"
686,2015,"263242","Mauritania, Guinea, Mali","1.757642421"
686,2017,"265601","Mauritania, Guinea, Mali","1.675656145"
705,1990,"178077","Bosnia.and.Herzegovina, Croatia, Serbia","8.875099116"
705,1995,"174419","Bosnia.and.Herzegovina, Croatia, Serbia","8.758295371"
705,2000,"171018","Bosnia.and.Herzegovina, Croatia, Serbia","8.600356349"
705,2005,"197276","Bosnia.and.Herzegovina, Croatia, Serbia","9.882175906"
705,2010,"253786","Bosnia.and.Herzegovina, Croatia, Seychelles","12.40905393"
705,2015,"237616","Bosnia.and.Herzegovina, Croatia, Seychelles","11.45254359"
705,2017,"244790","Bosnia.and.Herzegovina, Croatia, Seychelles","11.76888579"
694,1990,"222242","Liberia, Guinea, Gambia","5.153741229"
694,1995,"105374","Guinea, Liberia, Gambia","2.464993255"
694,2000,"98241","Guinea, Liberia, Gambia","2.152379655"
694,2005,"149615","Guinea, Liberia, Gambia","2.644131826"
694,2010,"97452","Guinea, Liberia, Gambia","1.508843858"
694,2015,"91213","Guinea, Liberia, Gambia","1.260365965"
694,2017,"95248","Guinea, Liberia, Gambia","1.260358979"
702,1990,"727262","Malaysia, China, Indonesia","24.13784749"
702,1995,"991492","Malaysia, China, Indonesia","28.5011494"
702,2000,"1351691","Malaysia, China, Indonesia","34.53512555"
702,2005,"1710594","Malaysia, China, Indonesia","38.08902255"
702,2010,"2164794","Malaysia, China, Indonesia","42.66232737"
702,2015,"2543638","Malaysia, China, Indonesia","45.95334421"
702,2017,"2623404","Malaysia, China, Indonesia","45.95333136"
706,1990,"478294","Ethiopia, Afghanistan, Albania","6.465750491"
706,1995,"19527","Ethiopia, Afghanistan, Albania","0.253436322"
706,2000,"20087","Ethiopia, Afghanistan, Albania","0.222904586"
706,2005,"20670","Ethiopia, Eritrea, Afghanistan","0.198560508"
706,2010,"23995","Ethiopia, Eritrea, Afghanistan","0.199075384"
706,2015,"41578","Ethiopia, Yemen, Eritrea","0.298947472"
706,2017,"44868","Ethiopia, Yemen, Eritrea","0.304344107"
724,1990,"821605","Morocco, France, Germany","2.090273414"
724,1995,"1020067","Morocco, France, Germany","2.557167875"
724,2000,"1657285","Morocco, France, Germany","4.051673942"
724,2005,"4107226","Morocco, Ecuador, Romania","9.325568917"
724,2010,"6280065","Morocco, Romania, Ecuador","13.42220321"
724,2015,"5891208","Morocco, Romania, Ecuador","12.6972082"
724,2017,"5947106","Morocco, Romania, Ecuador","12.8296691"
662,1990,"5305","Guyana, United.Kingdom, Trinidad.and.Tobago","3.839056338"
662,1995,"7152","Guyana, United.Kingdom, Trinidad.and.Tobago","4.863850276"
662,2000,"9868","Guyana, United.Kingdom, Trinidad.and.Tobago","6.28739272"
662,2005,"11468","Guyana, United.Kingdom, Trinidad.and.Tobago","7.004898787"
662,2010,"12100","Guyana, United.Kingdom, Trinidad.and.Tobago","7.011241164"
662,2015,"12771","Guyana, United.Kingdom, Trinidad.and.Tobago","7.206866585"
662,2017,"12889","Guyana, United.Kingdom, Trinidad.and.Tobago","7.20683948"
736,NA,NA,NA,NA
752,1990,"788767","Finland, Bosnia.and.Herzegovina, Iraq","9.206625967"
752,1995,"936022","Finland, Bosnia.and.Herzegovina, Iraq","10.592774"
752,2000,"1003798","Finland, Bosnia.and.Herzegovina, Iraq","11.30194424"
752,2005,"1125790","Finland, Iraq, Bosnia.and.Herzegovina","12.45532644"
752,2010,"1337214","Finland, Iraq, Poland","14.24057589"
752,2015,"1602522","Finland, Iraq, Poland","16.41328756"
752,2017,"1747710","Finland, Iraq, Syrian.Arab.Republic","17.63457499"
760,1990,"714140","Iraq, Somalia, Afghanistan","5.737828927"
760,1995,"830610","Iraq, Somalia, Afghanistan","5.790041917"
760,2000,"832273","Iraq, Somalia, Afghanistan","5.071480767"
760,2005,"876410","Iraq, Somalia, Afghanistan","4.790536404"
760,2010,"1785115","Iraq, Somalia, Afghanistan","8.492930674"
760,2015,"993940","Iraq, Somalia, Afghanistan","5.305261221"
760,2017,"1013818","Iraq, Somalia, Afghanistan","5.549126025"
756,1990,"1392282","Italy, Germany, Portugal","20.85850104"
756,1995,"1478829","Germany, Italy, Portugal","21.07036735"
756,2000,"1570756","Germany, Italy, Portugal","21.91574174"
756,2005,"1805437","Germany, Italy, Portugal","24.3638591"
756,2010,"2075182","Germany, Italy, Portugal","26.49629321"
756,2015,"2416394","Germany, Italy, Portugal","29.04400351"
756,2017,"2506394","Germany, Italy, Portugal","29.57046392"
780,1990,"50666","Grenada, Saint.Vincent.and.the.Grenadines, Guyana","4.146493166"
780,1995,"45994","Grenada, Saint.Vincent.and.the.Grenadines, Guyana","3.664857638"
780,2000,"41753","Grenada, Saint.Vincent.and.the.Grenadines, Guyana","3.292864894"
780,2005,"44812","Grenada, Saint.Vincent.and.the.Grenadines, Guyana","3.455225941"
780,2010,"48226","Guyana, Grenada, Saint.Vincent.and.the.Grenadines","3.63120247"
780,2015,"49883","Guyana, Grenada, Saint.Vincent.and.the.Grenadines","3.667619543"
780,2017,"50214","Guyana, Grenada, Saint.Vincent.and.the.Grenadines","3.667597918"
764,1990,"528693","Cambodia, Viet.Nam, Japan","0.934370169"
764,1995,"809720","Cambodia, Viet.Nam, Nepal","1.361061753"
764,2000,"1257821","Cambodia, Nepal, Sri.Lanka","1.997872519"
764,2005,"2163447","Cambodia, China, Nepal","3.306735129"
764,2010,"3224131","Cambodia, China, Nepal","4.797185214"
764,2015,"3486526","Cambodia, China, Nepal","5.07813556"
764,2017,"3588873","Cambodia, China, Nepal","5.198438999"
762,1990,"428900","Kyrgyzstan, Uzbekistan, Afghanistan","8.117374702"
762,1995,"348347","Kyrgyzstan, Uzbekistan, Afghanistan","6.042747669"
762,2000,"299266","Afghanistan, Kyrgyzstan, Uzbekistan","4.814287817"
762,2005,"280444","Afghanistan, Kyrgyzstan, Uzbekistan","4.091578623"
762,2010,"278152","Kyrgyzstan, Afghanistan, Uzbekistan","3.639956397"
762,2015,"275059","Kyrgyzstan, Uzbekistan, Afghanistan","3.217571989"
762,2017,"273259","Kyrgyzstan, Uzbekistan, Afghanistan","3.06298054"
772,1990,"270","Samoa, New.Zealand, Tuvalu","16.79104478"
772,1995,"266","Samoa, New.Zealand, Tuvalu","17.53460778"
772,2000,"262","Samoa, New.Zealand, Tuvalu","16.85971686"
772,2005,"258","Samoa, New.Zealand, Tuvalu","21.35761589"
772,2010,"429","Samoa, New.Zealand, Tuvalu","37.63157895"
772,2015,"487","Samoa, New.Zealand, Tuvalu","38.89776358"
772,2017,"504","Samoa, New.Zealand, Tuvalu","38.76923077"
776,1990,"2911","Fiji, Samoa, India","3.05928347"
776,1995,"3274","Fiji, Samoa, India","3.407718889"
776,2000,"3684","Fiji, Samoa, India","3.756040864"
776,2005,"4301","Fiji, Samoa, India","4.256687879"
776,2010,"4589","Fiji, Samoa, India","4.406695027"
776,2015,"4877","Fiji, Samoa, India","4.585197999"
776,2017,"4952","Fiji, Samoa, India","4.584336234"
768,1990,"84844","Benin, Ghana, Niger","2.24043687"
768,1995,"101583","Benin, Ghana, Niger","2.376753149"
768,2000,"137891","Benin, Ghana, Niger","2.774261941"
768,2005,"203379","Benin, Niger, Ghana","3.578557267"
768,2010,"255262","Benin, Niger, Ghana","3.925324991"
768,2015,"276844","Benin, Niger, Ghana","3.732659979"
768,2017,"283966","Benin, Niger, Ghana","3.64166637"
678,1990,"5582","Angola, Equatorial.Guinea, Mozambique","4.901091375"
678,1995,"4936","Angola, Equatorial.Guinea, Mozambique","3.903395701"
678,2000,"4365","Angola, Gabon, Equatorial.Guinea","3.14921432"
678,2005,"3433","Angola, Gabon, Equatorial.Guinea","2.205872904"
678,2010,"2700","Angola, Gabon, Equatorial.Guinea","1.544834531"
678,2015,"2394","Angola, Gabon, Equatorial.Guinea","1.224220544"
678,2017,"2293","Angola, Gabon, Equatorial.Guinea","1.122220754"
788,1990,"37984","Algeria, Morocco, France","0.461374184"
788,1995,"37867","Algeria, Morocco, France","0.415482816"
788,2000,"36446","Algeria, Morocco, France","0.375763066"
788,2005,"35040","Algeria, Morocco, France","0.346845458"
788,2010,"43172","Algeria, France, Morocco","0.405754511"
788,2015,"56701","Algeria, France, Morocco","0.502951082"
788,2017,"57663","Algeria, France, Morocco","0.500020508"
792,1990,"1163686","Bulgaria, Germany, Greece","2.158103364"
792,1995,"1216173","Bulgaria, Germany, Greece","2.079412299"
792,2000,"1280963","Bulgaria, Germany, Greece","2.025554315"
792,2005,"1319236","Bulgaria, Germany, Greece","1.942812707"
792,2010,"1367034","Bulgaria, Germany, Greece","1.890076494"
792,2015,"4131302","Syrian.Arab.Republic, Bulgaria, Germany","5.278170826"
792,2017,"4881966","Syrian.Arab.Republic, Bulgaria, Germany","6.046151205"
798,1990,"318","Fiji, Kiribati, Samoa","3.532155948"
798,1995,"263","Fiji, Kiribati, Samoa","2.849404117"
798,2000,"217","Fiji, Kiribati, Samoa","2.303609342"
798,2005,"183","Fiji, Kiribati, Samoa","1.825072305"
798,2010,"154","Fiji, Kiribati, Samoa","1.462349255"
798,2015,"141","Fiji, Kiribati, Samoa","1.281701663"
798,2017,"143","Fiji, Kiribati, Samoa","1.277698356"
795,1990,"306500","Uzbekistan, Kazakhstan, Ukraine","8.319837914"
795,1995,"273565","Uzbekistan, Kazakhstan, Azerbaijan","6.50131659"
795,2000,"218498","Uzbekistan, Kazakhstan, Azerbaijan","4.838167892"
795,2005,"213051","Uzbekistan, Kazakhstan, Azerbaijan","4.480906129"
795,2010,"197979","Uzbekistan, Kazakhstan, Azerbaijan","3.891700952"
795,2015,"196386","Uzbekistan, Kazakhstan, Azerbaijan","3.528768703"
795,2017,"195061","Uzbekistan, Kazakhstan, Azerbaijan","3.387607838"
834,1990,"574025","Burundi, Mozambique, Rwanda","2.254650151"
834,1995,"1106043","Rwanda, Burundi, Mozambique","3.691636692"
834,2000,"928180","Burundi, Democratic.Republic.of.the.Congo, Rwanda","2.715720228"
834,2005,"770846","Burundi, Democratic.Republic.of.the.Congo, Mozambique","1.955938442"
834,2010,"308600","Burundi, Democratic.Republic.of.the.Congo, Mozambique","0.669434777"
834,2015,"413309","Burundi, Democratic.Republic.of.the.Congo, Kenya","0.767092297"
834,2017,"492574","Burundi, Democratic.Republic.of.the.Congo, Kenya","0.859490205"
800,1990,"558307","Rwanda, Sudan, Democratic.Republic.of.the.Congo","3.20150225"
800,1995,"634620","Sudan, Rwanda, Democratic.Republic.of.the.Congo","3.088131453"
800,2000,"634703","Sudan, Democratic.Republic.of.the.Congo, Rwanda","2.640275243"
800,2005,"652968","Sudan, Democratic.Republic.of.the.Congo, Rwanda","2.287588889"
800,2010,"529160","Democratic.Republic.of.the.Congo, Sudan, Rwanda","1.560247456"
800,2015,"1197162","Democratic.Republic.of.the.Congo, Rwanda, Sudan","2.982104563"
800,2017,"1692120","Democratic.Republic.of.the.Congo, Rwanda, Sudan","3.947744344"
826,1990,"3650286","Ireland, India, Pakistan","6.38347913"
826,1995,"4155293","Ireland, India, Pakistan","7.166977119"
826,2000,"4730165","Ireland, India, Pakistan","8.023913413"
826,2005,"5926156","India, Ireland, Pakistan","9.829947056"
826,2010,"7604583","India, Poland, Pakistan","12.01226067"
826,2015,"8411021","Poland, India, Pakistan","12.86146262"
826,2017,"8841717","Poland, India, Pakistan","13.3597843"
804,1990,"6892920","Belarus, Kazakhstan, Republic.of.Moldova","13.39358268"
804,1995,"6172338","Belarus, Kazakhstan, Uzbekistan","12.12504845"
804,2000,"5527087","Belarus, Kazakhstan, Uzbekistan","11.3167048"
804,2005,"5050302","Belarus, Kazakhstan, Uzbekistan","10.77003422"
804,2010,"4818767","Belarus, Kazakhstan, Uzbekistan","10.5230483"
804,2015,"4915142","Belarus, Kazakhstan, Uzbekistan","11.00625773"
804,2017,"4964293","Belarus, Kazakhstan, Uzbekistan","11.22560421"
840,1990,"23251026","Mexico, Puerto.Rico, Philippines","9.207235023"
840,1995,"28451053","Mexico, Puerto.Rico, Philippines","10.70961992"
840,2000,"34814053","Mexico, Puerto.Rico, Philippines","12.34616286"
840,2005,"39258293","Mexico, Puerto.Rico, China","13.30205651"
840,2010,"44183643","Mexico, China, Philippines","14.31552743"
840,2015,"48178877","Mexico, China, India","15.05923271"
840,2017,"49776970","Mexico, China, India","15.34150662"
854,1990,"349657","Mali, Ghana, Niger","3.968399169"
854,1995,"434848","Mali, Ghana, Niger","4.309744875"
854,2000,"520039","Mali, Ghana, Niger","4.480027554"
854,2005,"596972","Mali, Ghana, Togo","4.447735907"
854,2010,"673904","Mali, Ghana, Togo","4.318453245"
854,2015,"704676","Mali, Ghana, Togo","3.89095373"
854,2017,"708921","Mali, Ghana, Togo","3.693570002"
858,1990,"98116","Spain, Italy, Argentina","3.154866464"
858,1995,"93428","Spain, Argentina, Italy","2.897168324"
858,2000,"88871","Spain, Argentina, Italy","2.675833912"
858,2005,"82318","Argentina, Spain, Brazil","2.475273724"
858,2010,"76263","Argentina, Spain, Brazil","2.260036184"
858,2015,"78799","Argentina, Spain, Brazil","2.29630791"
858,2017,"79586","Argentina, Spain, Brazil","2.302336009"
860,1990,"1653000","Ukraine, Belarus, Kazakhstan","8.078206421"
860,1995,"1512577","Ukraine, Belarus, Kazakhstan","6.615752676"
860,2000,"1405250","Ukraine, Belarus, Azerbaijan","5.655175356"
860,2005,"1329345","Ukraine, Belarus, Azerbaijan","5.01409088"
860,2010,"1220149","Ukraine, Belarus, Azerbaijan","4.265316577"
860,2015,"1170899","Ukraine, Belarus, Azerbaijan","3.780017453"
860,2017,"1159190","Ukraine, Belarus, Azerbaijan","3.632612707"
670,1990,"3970","Trinidad.and.Tobago, United.Kingdom, Grenada","3.692851495"
670,1995,"4135","Trinidad.and.Tobago, United.Kingdom, Grenada","3.824383567"
670,2000,"4307","Trinidad.and.Tobago, United.Kingdom, Grenada","3.991732933"
670,2005,"4395","Trinidad.and.Tobago, United.Kingdom, Grenada","4.041602295"
670,2010,"4485","Trinidad.and.Tobago, United.Kingdom, Grenada","4.10282212"
670,2015,"4577","Trinidad.and.Tobago, United.Kingdom, Grenada","4.181627153"
670,2017,"4595","Trinidad.and.Tobago, United.Kingdom, Grenada","4.18118784"
862,1990,"1025009","Colombia, Spain, Portugal","5.160664942"
862,1995,"1019996","Colombia, Spain, Portugal","4.596923285"
862,2000,"1013663","Colombia, Spain, Portugal","4.139370002"
862,2005,"1070562","Colombia, Spain, Portugal","3.996996583"
862,2010,"1331488","Colombia, Spain, Portugal","4.586903977"
862,2015,"1404448","Colombia, Spain, Portugal","4.507918342"
862,2017,"1426336","Colombia, Spain, Portugal","4.460496922"
92,1990,"8035","Saint.Kitts.and.Nevis, Saint.Vincent.and.the.Grenadines, Guyana","48.81234433"
92,1995,"10046","Saint.Kitts.and.Nevis, Saint.Vincent.and.the.Grenadines, Guyana","54.5178271"
92,2000,"12958","Saint.Kitts.and.Nevis, Saint.Vincent.and.the.Grenadines, Guyana","62.76580286"
92,2005,"15016","Saint.Kitts.and.Nevis, Saint.Vincent.and.the.Grenadines, Guyana","64.81353591"
92,2010,"17074","Guyana, Saint.Vincent.and.the.Grenadines, Jamaica","62.71672054"
92,2015,"19132","Guyana, Saint.Vincent.and.the.Grenadines, Jamaica","63.53402185"
92,2017,"19959","Guyana, Saint.Vincent.and.the.Grenadines, Jamaica","63.97935633"
704,1990,"28118","Cambodia, Thailand, Indonesia","0.041222933"
704,1995,"51262","Cambodia, Thailand, Indonesia","0.068168481"
704,2000,"56754","Cambodia, Thailand, Indonesia","0.07069017"
704,2005,"51768","Thailand, Indonesia, Bangladesh","0.061402812"
704,2010,"61756","Thailand, Bangladesh, Indonesia","0.069802472"
704,2015,"72793","Thailand, Bangladesh, Indonesia","0.077793931"
704,2017,"76104","Thailand, Bangladesh, Indonesia","0.079656021"
850,1990,"51970","Saint.Kitts.and.Nevis, Antigua.and.Barbuda, Puerto.Rico","50.08866957"
850,1995,"54241","Saint.Kitts.and.Nevis, Antigua.and.Barbuda, Puerto.Rico","50.50748659"
850,2000,"56611","Saint.Kitts.and.Nevis, Dominica, Antigua.and.Barbuda","52.06949835"
850,2005,"56647","Saint.Kitts.and.Nevis, Dominica, Antigua.and.Barbuda","52.55164992"
850,2010,"56684","Saint.Kitts.and.Nevis, Dominica, Dominican.Republic","53.40040886"
850,2015,"56721","Saint.Kitts.and.Nevis, Dominica, Dominican.Republic","54.03183554"
850,2017,"56745","Saint.Kitts.and.Nevis, Dominica, Dominican.Republic","54.09385993"
516,1990,"120641","Angola, Germany, South.Africa","8.527721935"
516,1995,"115372","Angola, Germany, South.Africa","6.969605989"
516,2000,"134403","Angola, Germany, South.Africa","7.076609432"
516,2005,"106274","Angola, Germany, South.Africa","5.229515263"
516,2010,"102405","Angola, Germany, South.Africa","4.712240644"
516,2015,"96888","Angola, Germany, South.Africa","3.994457365"
516,2017,"95067","Angola, Germany, South.Africa","3.751962472"
876,1990,"1402","New.Caledonia, France, Vanuatu","10.10232022"
876,1995,"1680","New.Caledonia, France, Vanuatu","11.87950785"
876,2000,"2015","New.Caledonia, France, Vanuatu","13.89655172"
876,2005,"2365","New.Caledonia, France, Vanuatu","16.23421197"
876,2010,"2776","New.Caledonia, France, Vanuatu","20.67322014"
876,2015,"2849","New.Caledonia, France, Vanuatu","23.61180176"
876,2017,"2779","New.Caledonia, France, Vanuatu","23.60485857"
882,1990,"3357","New.Zealand, American.Samoa, Australia","2.061203689"
882,1995,"4694","American.Samoa, New.Zealand, Australia","2.758628796"
882,2000,"5998","American.Samoa, New.Zealand, Australia","3.435083901"
882,2005,"5746","American.Samoa, New.Zealand, Australia","3.193481873"
882,2010,"5122","American.Samoa, New.Zealand, Australia","2.75073172"
882,2015,"4929","American.Samoa, New.Zealand, Australia","2.543881833"
882,2017,"4879","American.Samoa, New.Zealand, Australia","2.483710039"
748,1990,"72085","Mozambique, South.Africa, Lesotho","8.368616151"
748,1995,"25031","Mozambique, South.Africa, Lesotho","2.605246505"
748,2000,"22855","South.Africa, Mozambique, Lesotho","2.153150166"
748,2005,"27097","South.Africa, Mozambique, Lesotho","2.450281361"
748,2010,"30476","South.Africa, Mozambique, Lesotho","2.533663994"
748,2015,"31993","South.Africa, Mozambique, Lesotho","2.425529431"
748,2017,"33263","South.Africa, Mozambique, Lesotho","2.432832524"
887,1990,"118863","Somalia, Sudan, Ethiopia","0.98583906"
887,1995,"136515","Somalia, Sudan, Egypt","0.891052098"
887,2000,"143495","Somalia, Sudan, Egypt","0.802781581"
887,2005,"171073","Somalia, Sudan, Egypt","0.831140294"
887,2010,"285837","Somalia, Sudan, Egypt","1.210825924"
887,2015,"379899","Somalia, Sudan, Egypt","1.411413577"
887,2017,"384321","Somalia, Sudan, Egypt","1.360408093"
894,1990,"279029","Angola, Mozambique, Democratic.Republic.of.the.Congo","3.476021"
894,1995,"244338","Angola, Democratic.Republic.of.the.Congo, Malawi","2.674137473"
894,2000,"321167","Angola, Democratic.Republic.of.the.Congo, Malawi","3.049665371"
894,2005,"252749","Angola, Democratic.Republic.of.the.Congo, Malawi","2.097126854"
894,2010,"149637","Angola, Democratic.Republic.of.the.Congo, Malawi","1.080408978"
894,2015,"155428","Angola, Democratic.Republic.of.the.Congo, Malawi","0.965356108"
894,2017,"156982","Angola, Democratic.Republic.of.the.Congo, Malawi","0.918338634"
716,1990,"626821","Mozambique, Malawi, United.Kingdom","6.155494886"
716,1995,"431226","Mozambique, Malawi, Zambia","3.809300528"
716,2000,"410041","Mozambique, Malawi, Zambia","3.35487301"
716,2005,"392693","Mozambique, Malawi, Zambia","3.034714288"
716,2010,"397891","Mozambique, Malawi, Zambia","2.824663111"
716,2015,"403866","Malawi, Mozambique, Zambia","2.559767101"
716,2017,"403866","Malawi, Mozambique, Zambia","2.443244679"
360,1990,"465612","China, United.Kingdom, Japan","0.256624867"
360,1995,"378960","China, United.Kingdom, Japan","0.19240665"
360,2000,"292307","China, United.Kingdom, Japan","0.138180206"
360,2005,"289568","China, United.Kingdom, Singapore","0.127724632"
360,2010,"305416","China, United.Kingdom, Singapore","0.125932215"
360,2015,"338124","China, United.Kingdom, Singapore","0.130973517"
360,2017,"345930","China, United.Kingdom, Singapore","0.13103837"
312,1990,"65944","France, Haiti, Martinique","17.08933912"
312,1995,"74566","France, Haiti, Martinique","18.50562247"
312,2000,"83188","France, Haiti, Martinique","19.58996435"
312,2005,"89065","France, Haiti, Martinique","20.26267654"
312,2010,"94942","France, Haiti, Martinique","21.06461246"
312,2015,"98507","France, Haiti, Martinique","21.87012952"
312,2017,"99350","France, Haiti, Martinique","22.09899281"
530,NA,NA,NA,NA
784,1990,"1306574","India, Egypt, Pakistan","70.2393432"
784,1995,"1824118","India, Pakistan, Bangladesh","74.48967258"
784,2000,"2446675","India, Pakistan, Bangladesh","77.55097189"
784,2005,"3281036","India, Bangladesh, Pakistan","71.64519227"
784,2010,"7316611","India, Bangladesh, Pakistan","88.46440028"
784,2015,"7995126","India, Bangladesh, Pakistan","87.33736335"
784,2017,"8312524","India, Bangladesh, Pakistan","88.42974231"
626,1990,"8954","Indonesia, China, Philippines","1.190797584"
626,1995,"9743","Indonesia, China, Philippines","1.118025537"
626,2000,"10602","Indonesia, China, Philippines","1.216373893"
626,2005,"11286","Indonesia, China, Philippines","1.099481336"
626,2010,"11535","Indonesia, China, Philippines","1.039572239"
626,2015,"11784","Indonesia, China, Philippines","0.949574408"
626,2017,"12063","Indonesia, China, Philippines","0.93056373"
612,NA,NA,NA,NA
585,1990,"2801","Philippines, China, Guam","18.56442206"
585,1995,"4749","Philippines, China, Guam","27.52564771"
585,2000,"6310","Philippines, China, Japan","32.90743155"
585,2005,"6043","Philippines, China, Northern.Mariana.Islands","30.3576811"
585,2010,"5490","Philippines, China, Northern.Mariana.Islands","26.8197362"
585,2015,"4937","Philippines, China, Northern.Mariana.Islands","23.19146937"
585,2017,"4988","Philippines, China, Northern.Mariana.Islands","22.95549726"
584,1990,"1158","Philippines, Kiribati, Fiji","2.448306482"
584,1995,"1480","Philippines, Kiribati, China","2.901107517"
584,2000,"1891","Philippines, Kiribati, China","3.625452942"
584,2005,"2417","Philippines, China, Kiribati","4.643165882"
584,2010,"3089","Philippines, China, Kiribati","5.892226991"
584,2015,"3284","Philippines, China, Kiribati","6.196927954"
584,2017,"3292","Philippines, China, Kiribati","6.196472603"
666,1990,"1099","France, Canada, Afghanistan","17.5111536"
666,1995,"1320","France, Canada, Afghanistan","20.93908629"
666,2000,"1458","France, Canada, Afghanistan","23.24617347"
666,2005,"1147","France, Canada, Afghanistan","18.31975723"
666,2010,"1017","France, Canada, Afghanistan","16.20975454"
666,2015,"986","France, Canada, Afghanistan","15.67567568"
666,2017,"990","France, Canada, Afghanistan","15.66455696"
654,1990,"383","United.Kingdom, South.Africa, Afghanistan","6.919602529"
654,1995,"394","United.Kingdom, South.Africa, Afghanistan","7.449423331"
654,2000,"405","United.Kingdom, South.Africa, Afghanistan","7.91943684"
654,2005,"487","United.Kingdom, South.Africa, Afghanistan","11.39181287"
654,2010,"569","United.Kingdom, South.Africa, Afghanistan","13.6222169"
654,2015,"604","United.Kingdom, South.Africa, Afghanistan","14.97273178"
654,2017,"606","United.Kingdom, South.Africa, Afghanistan","14.96665843"
674,1990,"3310","Italy, Argentina, Romania","13.76700079"
674,1995,"3659","Italy, Argentina, Romania","14.13996986"
674,2000,"4045","Italy, Romania, Argentina","14.75308192"
674,2005,"4218","Italy, Romania, Argentina","14.4254446"
